Document_ID,Invoice_ID,Vendor_Name,Vendor_GSTIN,Buyer_Name,Invoice_Number,Invoice_Date,PO_Number,Taxable_Amount,CGST_Amount,SGST_Amount,IGST_Amount,Total_Amount,Confidence_Score,OCR_Status,Reconciliation_Status,Processing_Time_Min,Exception_Reason
DOC001706,INV001706,Elite Components,13ABCDE5808F1Z7,Wipro,INVNO-101706,2024-01-28,PO-2392050,125068.52,8763.55,8763.54,0,142595.61,88.58,Success,Partial Match,30,PO Mismatch
DOC001707,INV001707,Future Tech,27ABCDE2937F1Z3,TCS,INVNO-101707,2025-07-02,PO-4727552,161308.62,0,0,28293.67,189602.29,91.74,Partial,Matched,23,No Exception
DOC001708,INV001708,Neo Technologies,31ABCDE2041F1Z2,IBM India,INVNO-101708,2024-11-04,PO-5652510,330874.3,27710.31,27710.31,0,386294.92,81.43,Failed,Matched,16,No Exception
DOC001709,INV001709,Future Tech,19ABCDE6047F1Z2,TCS,INVNO-101709,2025-03-26,PO-8572004,72253.23,0,0,20230.91,92484.14,81.46,Success,Matched,29,No Exception
DOC001710,INV001710,Future Tech,21ABCDE8688F1Z9,Capgemini,INVNO-101710,2024-01-26,PO-3078429,196928.87,0,0,26073.27,223002.14,81.65,Partial,Matched,28,No Exception
DOC001711,INV001711,Vertex Systems,17ABCDE3070F1Z1,Wipro,INVNO-101711,2025-08-30,PO-5148640,222806.71,27237.16,27237.16,0,277281.03,91.45,Success,Matched,16,No Exception
DOC001712,INV001712,ABC Industries,34ABCDE4392F1Z8,Wipro,INVNO-101712,2025-02-03,PO-8543912,421904.04,15648.1,15648.1,0,453200.24,89.59,Failed,Matched,16,No Exception
DOC001713,INV001713,Future Tech,33ABCDE4504F1Z4,Wipro,INVNO-101713,2025-02-15,PO-5222347,296276.14,0,0,34874.49,331150.63,80.63,Success,Matched,4,No Exception
DOC001714,INV001714,Vertex Systems,12ABCDE8987F1Z3,Capgemini,INVNO-101714,2025-04-12,PO-8388393,85911.21,8687.73,8687.72,0,103286.66,89.17,Success,Partial Match,20,Duplicate Invoice
DOC001715,INV001715,Prime Supplies,32ABCDE7007F1Z2,Infosys,INVNO-101715,2025-09-25,PO-4652017,269856.5,0,0,30666.1,300522.6,99.59,Failed,Matched,26,No Exception
DOC001716,INV001716,Omega Supplies,36ABCDE5226F1Z2,Accenture,INVNO-101716,2025-08-09,PO-3479216,141396.94,0,0,18355.09,159752.03,88.04,Failed,Matched,28,No Exception
DOC001717,INV001717,Zenith Solutions,21ABCDE1356F1Z3,Capgemini,INVNO-101717,2025-05-23,PO-4983520,182372,10156.7,10156.71,0,202685.41,87.29,Partial,Matched,28,No Exception
DOC001718,INV001718,Apex Manufacturing,34ABCDE8777F1Z3,Cognizant,INVNO-101718,2024-03-24,PO-2352965,76300.31,3670.38,3670.37,0,83641.06,97.03,Success,Partial Match,10,PO Mismatch
DOC001719,INV001719,Tech Solutions,31ABCDE4149F1Z8,Wipro,INVNO-101719,2024-08-09,PO-6295166,89299.51,0,0,16073.91,105373.42,89.66,Failed,Matched,21,No Exception
DOC001720,INV001720,Crystal Electronics,17ABCDE2758F1Z8,IBM India,INVNO-101720,2024-12-08,PO-3960032,96087.72,11819.39,11819.38,0,119726.49,91.63,Success,Matched,13,No Exception
DOC001721,INV001721,ABC Industries,28ABCDE7105F1Z3,HCL,INVNO-101721,2024-03-20,PO-5140511,326266.83,20513.35,20513.34,0,367293.52,99.49,Failed,Matched,16,No Exception
DOC001722,INV001722,Velocity Systems,27ABCDE2162F1Z1,Infosys,INVNO-101722,2025-01-10,PO-9246073,117234.54,0,0,16429.32,133663.86,98.91,Partial,Matched,4,No Exception
DOC001723,INV001723,ABC Industries,20ABCDE6275F1Z8,HCL,INVNO-101723,2024-06-18,PO-4467031,59444.96,5999.51,5999.51,0,71443.98,80.93,Success,Partial Match,15,Duplicate Invoice
DOC001724,INV001724,Prime Supplies,25ABCDE7258F1Z8,Accenture,INVNO-101724,2024-06-03,PO-8825179,326977.28,21007.95,21007.95,0,368993.18,80.76,Partial,Matched,29,No Exception
DOC001725,INV001725,Blue Ocean Pvt Ltd,23ABCDE5106F1Z3,HCL,INVNO-101725,2025-11-04,PO-8536120,158867.3,5238.63,5238.63,0,169344.56,86.39,Partial,Matched,24,No Exception
DOC001726,INV001726,GreenLeaf Trading,19ABCDE4559F1Z3,Accenture,INVNO-101726,2025-02-25,PO-5982664,121123.18,12415.05,12415.04,0,145953.27,88.95,Partial,Matched,8,No Exception
DOC001727,INV001727,ABC Industries,17ABCDE6989F1Z8,Cognizant,INVNO-101727,2025-09-21,PO-5871036,460748.32,0,0,83525.56,544273.88,93.6,Failed,Matched,1,No Exception
DOC001728,INV001728,Tech Solutions,11ABCDE2146F1Z8,IBM India,INVNO-101728,2024-03-03,PO-2899897,93608.43,7962.65,7962.66,0,109533.74,91.09,Failed,Matched,9,No Exception
DOC001729,INV001729,Tech Solutions,25ABCDE8812F1Z6,Infosys,INVNO-101729,2025-07-06,PO-5178002,46386.78,0,0,4813.77,51200.55,97.86,Success,Matched,29,No Exception
DOC001730,INV001730,Metro Distributors,27ABCDE4381F1Z5,Infosys,INVNO-101730,2024-03-30,PO-4551637,31722.22,0,0,3880.18,35602.4,87.14,Success,Matched,25,No Exception
DOC001731,INV001731,Vertex Systems,26ABCDE1779F1Z6,Infosys,INVNO-101731,2024-02-22,PO-1241547,99189.51,8910.14,8910.13,0,117009.78,99.28,Partial,Matched,25,No Exception
DOC001732,INV001732,Velocity Systems,34ABCDE3512F1Z6,IBM India,INVNO-101732,2024-11-21,PO-4023927,134745.17,6701.97,6701.96,0,148149.1,92.65,Partial,Matched,24,No Exception
DOC001733,INV001733,Elite Components,27ABCDE7113F1Z6,Infosys,INVNO-101733,2025-04-05,PO-3385931,151901.12,14033.05,14033.05,0,179967.22,84.25,Failed,Matched,1,No Exception
DOC001734,INV001734,Metro Distributors,29ABCDE2220F1Z9,Cognizant,INVNO-101734,2025-07-27,PO-1479135,164089.31,21301.32,21301.32,0,206691.95,84.57,Partial,Matched,1,No Exception
DOC001735,INV001735,Prime Supplies,35ABCDE5725F1Z2,Capgemini,INVNO-101735,2024-02-07,PO-1580481,343476.72,0,0,88784.63,432261.35,89.12,Success,Matched,24,No Exception
DOC001736,INV001736,Pioneer Industries,30ABCDE6266F1Z4,Infosys,INVNO-101736,2025-04-21,PO-5405794,292119.74,14420.4,14420.4,0,320960.54,81.6,Success,Matched,5,No Exception
DOC001737,INV001737,Elite Components,34ABCDE8054F1Z4,Cognizant,INVNO-101737,2024-03-05,PO-2094812,146250.57,0,0,22289.12,168539.69,91.91,Success,Matched,10,No Exception
DOC001738,INV001738,Velocity Systems,19ABCDE6279F1Z9,HCL,INVNO-101738,2025-06-23,PO-7428147,195090.02,6684.71,6684.71,0,208459.44,96,Failed,Matched,11,No Exception
DOC001739,INV001739,Vertex Systems,31ABCDE8847F1Z4,Cognizant,INVNO-101739,2024-09-15,PO-3769088,274620.45,20639.26,20639.25,0,315898.96,90.09,Partial,Matched,1,No Exception
DOC001740,INV001740,Blue Ocean Pvt Ltd,20ABCDE5039F1Z4,Cognizant,INVNO-101740,2024-01-01,PO-2123774,185579.47,18772.22,18772.23,0,223123.92,82.45,Partial,Matched,14,No Exception
DOC001741,INV001741,GreenLeaf Trading,24ABCDE2658F1Z9,Infosys,INVNO-101741,2024-12-06,PO-1794109,219576.78,19113.06,19113.06,0,257802.9,91.48,Failed,Matched,19,No Exception
DOC001742,INV001742,Global Traders,29ABCDE9058F1Z8,IBM India,INVNO-101742,2024-11-13,PO-9659908,215505.29,11738.02,11738.02,0,238981.33,84.71,Success,Matched,5,No Exception
DOC001743,INV001743,Elite Components,17ABCDE9242F1Z1,Accenture,INVNO-101743,2025-12-31,PO-2084665,52665.51,0,0,14746.34,67411.85,85.49,Partial,Matched,2,No Exception
DOC001744,INV001744,Sigma Enterprises,20ABCDE2280F1Z8,IBM India,INVNO-101744,2024-10-10,PO-3032252,269353.12,0,0,36169.63,305522.75,83.67,Success,Matched,6,No Exception
DOC001745,INV001745,Smart Electronics,22ABCDE2855F1Z2,HCL,INVNO-101745,2024-07-15,PO-4623699,21646.65,0,0,3896.4,25543.05,83.23,Success,Matched,22,No Exception
DOC001746,INV001746,Zenith Solutions,23ABCDE9520F1Z1,IBM India,INVNO-101746,2024-08-14,PO-5177658,216816.56,0,0,16919.47,233736.03,81.57,Partial,Matched,25,No Exception
DOC001747,INV001747,Sigma Enterprises,31ABCDE7099F1Z9,HCL,INVNO-101747,2024-09-02,PO-5370352,119543.64,9650.96,9650.96,0,138845.56,90.61,Success,Matched,28,No Exception
DOC001748,INV001748,Sigma Enterprises,21ABCDE4847F1Z8,Accenture,INVNO-101748,2025-03-06,PO-6831206,60059.81,0,0,8629.03,68688.84,80.88,Partial,Matched,27,No Exception
DOC001749,INV001749,Zenith Solutions,10ABCDE8444F1Z3,Wipro,INVNO-101749,2025-02-03,PO-6959505,113365.2,0,0,5992.2,119357.4,97.01,Success,Matched,11,No Exception
DOC001750,INV001750,Crystal Electronics,13ABCDE6616F1Z8,HCL,INVNO-101750,2025-11-23,PO-2246716,289116.12,13191.04,13191.04,0,315498.2,93.05,Failed,Matched,7,No Exception
DOC001751,INV001751,Pioneer Industries,24ABCDE4181F1Z3,Capgemini,INVNO-101751,2024-06-01,PO-2343965,167133.52,0,0,42347.49,209481.01,92.01,Failed,Matched,23,No Exception
DOC001752,INV001752,Tech Solutions,29ABCDE1792F1Z4,Accenture,INVNO-101752,2025-03-01,PO-1085052,258595.82,8179.57,8179.58,0,274954.97,87.91,Partial,Matched,28,No Exception
DOC001753,INV001753,Global Traders,15ABCDE1005F1Z2,IBM India,INVNO-101753,2024-08-20,PO-2819609,150089.05,9954.06,9954.05,0,169997.16,80.59,Success,Matched,8,No Exception
DOC001754,INV001754,Elite Components,34ABCDE7386F1Z6,IBM India,INVNO-101754,2025-02-06,PO-9612978,246882.45,0,0,43529.84,290412.29,96.11,Success,Matched,11,No Exception
DOC001755,INV001755,Tech Solutions,31ABCDE4108F1Z3,Infosys,INVNO-101755,2024-07-30,PO-4359392,74447.21,0,0,11789.29,86236.5,86.57,Partial,Matched,25,No Exception
DOC001756,INV001756,GreenLeaf Trading,30ABCDE4709F1Z8,Cognizant,INVNO-101756,2025-10-31,PO-9813412,42155.71,0,0,2107.78,44263.49,83.71,Partial,Matched,28,No Exception
DOC001757,INV001757,Zenith Solutions,27ABCDE2552F1Z7,Capgemini,INVNO-101757,2024-09-06,PO-6059482,315023.11,22737.33,22737.32,0,360497.76,94.7,Success,Matched,28,No Exception
DOC001758,INV001758,Apex Manufacturing,35ABCDE9505F1Z3,Infosys,INVNO-101758,2025-10-17,PO-5561971,74677.04,0,0,8961.25,83638.29,87.87,Partial,Matched,26,No Exception
DOC001759,INV001759,Apex Manufacturing,35ABCDE9634F1Z8,HCL,INVNO-101759,2025-02-21,PO-9088909,101564.9,0,0,22936.91,124501.81,90.81,Success,Matched,16,No Exception
DOC001760,INV001760,Global Traders,36ABCDE4930F1Z5,Cognizant,INVNO-101760,2025-12-24,PO-3453384,332945.67,0,0,24892.56,357838.23,85.13,Partial,Matched,5,No Exception
DOC001761,INV001761,Sigma Enterprises,22ABCDE3642F1Z6,TCS,INVNO-101761,2024-05-29,PO-1981813,267773.21,18702.21,18702.21,0,305177.63,87.23,Partial,Matched,12,No Exception
DOC001762,INV001762,Zenith Solutions,27ABCDE9093F1Z5,IBM India,INVNO-101762,2025-08-10,PO-6789742,299035.57,0,0,58239.46,357275.03,90.64,Success,Matched,12,No Exception
DOC001763,INV001763,Tech Solutions,33ABCDE1924F1Z7,Accenture,INVNO-101763,2024-11-21,PO-5287223,195828.84,13973.19,13973.2,0,223775.23,96.96,Partial,Matched,13,No Exception
DOC001764,INV001764,Smart Electronics,21ABCDE3191F1Z8,Cognizant,INVNO-101764,2025-07-12,PO-3181635,304906.74,21267.74,21267.73,0,347442.21,86.19,Partial,Partial Match,21,PO Mismatch
DOC001765,INV001765,Crystal Electronics,17ABCDE4988F1Z8,Accenture,INVNO-101765,2024-08-21,PO-2776551,181209.36,14327.87,14327.87,0,209865.1,95.99,Success,Matched,5,No Exception
DOC001766,INV001766,GreenLeaf Trading,30ABCDE3251F1Z8,IBM India,INVNO-101766,2025-03-06,PO-6058108,104566.85,4787.47,4787.47,0,114141.79,91.67,Success,Matched,10,No Exception
DOC001767,INV001767,Pioneer Industries,27ABCDE7567F1Z5,Infosys,INVNO-101767,2025-10-02,PO-6980259,260757.75,0,0,37223.05,297980.8,88.59,Success,Matched,1,No Exception
DOC001768,INV001768,Zenith Solutions,25ABCDE9135F1Z9,IBM India,INVNO-101768,2025-10-19,PO-2601749,286476.76,0,0,46385.48,332862.24,88.76,Success,Matched,4,No Exception
DOC001769,INV001769,Pioneer Industries,25ABCDE1181F1Z1,Cognizant,INVNO-101769,2025-01-05,PO-7684026,111423.58,14040.81,14040.81,0,139505.2,81.65,Partial,Matched,27,No Exception
DOC001770,INV001770,Vertex Systems,16ABCDE4702F1Z4,IBM India,INVNO-101770,2025-07-27,PO-6529511,326153.45,36448.71,36448.71,0,399050.87,90.53,Partial,Matched,25,No Exception
DOC001771,INV001771,ABC Industries,36ABCDE5275F1Z8,Accenture,INVNO-101771,2024-07-24,PO-7894843,207651.05,0,0,30357.74,238008.79,97.44,Failed,Matched,13,No Exception
DOC001772,INV001772,Future Tech,25ABCDE7279F1Z9,Capgemini,INVNO-101772,2024-01-10,PO-7309741,190271.66,8468.58,8468.59,0,207208.83,96.25,Success,Matched,4,No Exception
DOC001773,INV001773,Neo Technologies,24ABCDE6013F1Z9,Accenture,INVNO-101773,2024-07-28,PO-3745910,126063.07,0,0,23968.85,150031.92,86.19,Success,Matched,21,No Exception
DOC001774,INV001774,Prime Supplies,16ABCDE1879F1Z3,HCL,INVNO-101774,2024-11-15,PO-8509843,328029.2,37935.47,37935.47,0,403900.14,83.76,Success,Matched,11,No Exception
DOC001775,INV001775,Prime Supplies,26ABCDE9160F1Z1,IBM India,INVNO-101775,2025-02-08,PO-8647986,135742.67,0,0,18283.74,154026.41,85.45,Partial,Matched,7,No Exception
DOC001776,INV001776,Omega Supplies,22ABCDE2279F1Z4,Cognizant,INVNO-101776,2024-04-26,PO-6659221,154735.91,3868.4,3868.4,0,162472.71,83.77,Success,Matched,2,No Exception
DOC001777,INV001777,Velocity Systems,30ABCDE8245F1Z8,IBM India,INVNO-101777,2024-12-19,PO-6321149,281971.05,20527.06,20527.06,0,323025.17,81.06,Failed,Matched,24,No Exception
DOC001778,INV001778,Smart Electronics,22ABCDE7440F1Z1,Capgemini,INVNO-101778,2025-02-26,PO-7241494,144077.66,0,0,29264.42,173342.08,86.25,Success,Matched,26,No Exception
DOC001779,INV001779,Sigma Enterprises,21ABCDE5628F1Z5,TCS,INVNO-101779,2025-07-06,PO-4794630,31877.32,0,0,4902.51,36779.83,83.3,Failed,Matched,7,No Exception
DOC001780,INV001780,Neo Technologies,26ABCDE3507F1Z2,HCL,INVNO-101780,2024-09-12,PO-8253633,381809.85,0,0,38286.73,420096.58,96.36,Partial,Matched,3,No Exception
DOC001781,INV001781,Sigma Enterprises,37ABCDE3541F1Z2,Accenture,INVNO-101781,2025-05-21,PO-4131535,292020.12,0,0,75609.84,367629.96,85.93,Failed,Matched,13,No Exception
DOC001782,INV001782,ABC Industries,25ABCDE1005F1Z1,Infosys,INVNO-101782,2024-06-04,PO-2478484,261577.58,28083.39,28083.39,0,317744.36,86.87,Failed,Matched,24,No Exception
DOC001783,INV001783,Elite Components,37ABCDE3391F1Z7,Wipro,INVNO-101783,2025-07-19,PO-1209520,324672.58,0,0,66565.61,391238.19,83.32,Partial,Matched,1,No Exception
DOC001784,INV001784,GreenLeaf Trading,23ABCDE2234F1Z6,HCL,INVNO-101784,2024-07-14,PO-3594304,69320.15,0,0,9543.17,78863.32,90.48,Partial,Matched,19,No Exception
DOC001785,INV001785,Smart Electronics,16ABCDE6018F1Z5,Capgemini,INVNO-101785,2024-04-14,PO-5389839,329902.5,27533.88,27533.89,0,384970.27,80.11,Partial,Matched,3,No Exception
DOC001786,INV001786,Elite Components,16ABCDE2287F1Z8,Cognizant,INVNO-101786,2024-11-03,PO-2365445,55654.48,3223.93,3223.94,0,62102.35,94.21,Success,Matched,7,No Exception
DOC001787,INV001787,Sunrise Traders,27ABCDE8340F1Z4,Accenture,INVNO-101787,2024-05-16,PO-2131763,283227.1,27556.61,27556.61,0,338340.32,92.9,Failed,Matched,28,No Exception
DOC001788,INV001788,Neo Technologies,12ABCDE8496F1Z5,Capgemini,INVNO-101788,2024-12-16,PO-4637545,197204.83,0,0,31131.16,228335.99,90.66,Success,Matched,26,No Exception
DOC001789,INV001789,Future Tech,19ABCDE4802F1Z7,Capgemini,INVNO-101789,2025-02-18,PO-1383170,142652.76,13660.04,13660.04,0,169972.84,85.06,Partial,Matched,19,No Exception
DOC001790,INV001790,Sunrise Traders,25ABCDE9827F1Z5,HCL,INVNO-101790,2024-01-29,PO-6011700,337507.8,9437.91,9437.9,0,356383.61,82.04,Partial,Matched,29,No Exception
DOC001791,INV001791,Vertex Systems,18ABCDE6299F1Z9,Wipro,INVNO-101791,2024-09-30,PO-7334993,64043.76,0,0,11037.64,75081.4,80.57,Success,Matched,10,No Exception
DOC001792,INV001792,Future Tech,32ABCDE8279F1Z8,Infosys,INVNO-101792,2025-09-20,PO-1691292,146694.17,0,0,15150.53,161844.7,87.74,Success,Matched,25,No Exception
DOC001793,INV001793,Apex Manufacturing,32ABCDE9803F1Z7,Infosys,INVNO-101793,2024-01-12,PO-3598806,94417.5,9249.15,9249.15,0,112915.8,91.07,Success,Matched,30,No Exception
DOC001794,INV001794,Zenith Solutions,30ABCDE4020F1Z2,Wipro,INVNO-101794,2025-05-18,PO-9899055,280050.28,0,0,29835.15,309885.43,97.25,Partial,Matched,14,No Exception
DOC001795,INV001795,Apex Manufacturing,26ABCDE1248F1Z4,TCS,INVNO-101795,2025-03-15,PO-5735590,202058.99,0,0,34123.55,236182.54,98.02,Failed,Matched,22,No Exception
DOC001796,INV001796,ABC Industries,30ABCDE4345F1Z3,Capgemini,INVNO-101796,2024-05-01,PO-7188167,352721.72,0,0,49562.51,402284.23,84.97,Success,Matched,23,No Exception
DOC001797,INV001797,Blue Ocean Pvt Ltd,32ABCDE1587F1Z8,HCL,INVNO-101797,2025-01-04,PO-6123266,109109.06,9572.09,9572.1,0,128253.25,95.31,Success,Matched,2,No Exception
DOC001798,INV001798,Velocity Systems,32ABCDE7509F1Z2,IBM India,INVNO-101798,2025-06-20,PO-7896025,274489.42,29203.74,29203.73,0,332896.89,94.91,Failed,Matched,4,No Exception
DOC001799,INV001799,Sigma Enterprises,28ABCDE6886F1Z8,Accenture,INVNO-101799,2024-01-19,PO-1633693,84857.3,0,0,9941.01,94798.31,95.2,Failed,Matched,12,No Exception
DOC001800,INV001800,Pioneer Industries,33ABCDE5310F1Z7,HCL,INVNO-101800,2025-09-24,PO-1497512,166681.02,0,0,17908.21,184589.23,97.95,Failed,Matched,27,No Exception
DOC001801,INV001801,ABC Industries,28ABCDE8054F1Z8,IBM India,INVNO-101801,2025-05-07,PO-2705348,205139.45,0,0,54662.39,259801.84,80.65,Success,Matched,26,No Exception
DOC001802,INV001802,ABC Industries,33ABCDE9020F1Z7,Infosys,INVNO-101802,2024-12-09,PO-9371189,127394.86,10928.36,10928.37,0,149251.59,85.15,Failed,Matched,8,No Exception
DOC001803,INV001803,Sigma Enterprises,36ABCDE5188F1Z2,HCL,INVNO-101803,2024-11-08,PO-9862265,46653.32,1324.43,1324.44,0,49302.19,83.48,Success,Matched,2,No Exception
DOC001804,INV001804,Smart Electronics,12ABCDE2715F1Z9,IBM India,INVNO-101804,2025-01-17,PO-7917260,52174.46,0,0,9848.24,62022.7,84.46,Failed,Exception,21,Missing GSTIN
DOC001805,INV001805,Global Traders,29ABCDE6639F1Z9,HCL,INVNO-101805,2025-03-08,PO-8030624,239554.02,0,0,66670.71,306224.73,87.46,Partial,Matched,20,No Exception
DOC001806,INV001806,Tech Solutions,14ABCDE6613F1Z7,Infosys,INVNO-101806,2024-01-21,PO-3910374,109828.25,0,0,17329.63,127157.88,97.31,Failed,Matched,1,No Exception
DOC001807,INV001807,Apex Manufacturing,25ABCDE3684F1Z2,IBM India,INVNO-101807,2024-08-20,PO-8562921,309508.59,0,0,65614.99,375123.58,85.53,Success,Matched,18,No Exception
DOC001808,INV001808,Prime Supplies,34ABCDE9974F1Z9,Capgemini,INVNO-101808,2024-12-21,PO-7710657,125583.94,0,0,14106.93,139690.87,94,Success,Matched,21,No Exception
DOC001809,INV001809,Neo Technologies,19ABCDE5030F1Z9,TCS,INVNO-101809,2025-12-22,PO-1706444,273049.99,0,0,62049.88,335099.87,98.98,Partial,Matched,6,No Exception
DOC001810,INV001810,Elite Components,11ABCDE2873F1Z3,Wipro,INVNO-101810,2024-12-30,PO-7744905,144350.33,0,0,17745.34,162095.67,91.25,Success,Matched,26,No Exception
DOC001811,INV001811,Prime Supplies,19ABCDE4871F1Z1,IBM India,INVNO-101811,2024-11-24,PO-1709394,72900.18,0,0,18416.07,91316.25,92.13,Success,Matched,25,No Exception
DOC001812,INV001812,GreenLeaf Trading,36ABCDE6555F1Z6,IBM India,INVNO-101812,2024-04-23,PO-5589021,185764.88,0,0,52014.17,237779.05,94.33,Partial,Matched,15,No Exception
DOC001813,INV001813,Blue Ocean Pvt Ltd,18ABCDE5292F1Z8,HCL,INVNO-101813,2024-03-04,PO-3805937,243632.82,0,0,34515.45,278148.27,99.08,Success,Matched,25,No Exception
DOC001814,INV001814,Prime Supplies,33ABCDE4519F1Z2,IBM India,INVNO-101814,2025-01-11,PO-7150923,236179.62,0,0,66130.29,302309.91,98.7,Success,Matched,8,No Exception
DOC001815,INV001815,ABC Industries,10ABCDE1172F1Z4,HCL,INVNO-101815,2025-05-22,PO-5768551,158670.39,0,0,35290.46,193960.85,84.64,Failed,Matched,15,No Exception
DOC001816,INV001816,ABC Industries,25ABCDE8856F1Z7,TCS,INVNO-101816,2024-03-25,PO-4653227,308824.52,0,0,42804.31,351628.83,88.24,Success,Matched,2,No Exception
DOC001817,INV001817,Velocity Systems,30ABCDE9639F1Z5,Accenture,INVNO-101817,2025-12-06,PO-2294905,46322.22,2432.85,2432.85,0,51187.92,85.51,Partial,Matched,21,No Exception
DOC001818,INV001818,GreenLeaf Trading,34ABCDE9265F1Z7,Accenture,INVNO-101818,2025-04-19,PO-1838305,235887.54,11888.44,11888.45,0,259664.43,81.9,Failed,Matched,4,No Exception
DOC001819,INV001819,Sigma Enterprises,35ABCDE9596F1Z4,HCL,INVNO-101819,2024-02-14,PO-6519232,141557.6,9600.53,9600.54,0,160758.67,90.09,Success,Matched,27,No Exception
DOC001820,INV001820,Metro Distributors,36ABCDE4540F1Z4,Accenture,INVNO-101820,2025-02-03,PO-3379904,339191.16,0,0,89957.61,429148.77,84.96,Partial,Partial Match,10,PO Mismatch
DOC001821,INV001821,Elite Components,32ABCDE3961F1Z7,TCS,INVNO-101821,2025-10-09,PO-2475132,230184.81,0,0,31111.51,261296.32,96.87,Partial,Matched,9,No Exception
DOC001822,INV001822,Blue Ocean Pvt Ltd,21ABCDE8455F1Z1,Cognizant,INVNO-101822,2024-06-20,PO-9827981,292530.37,30259.54,30259.55,0,353049.46,87.75,Failed,Matched,17,No Exception
DOC001823,INV001823,ABC Industries,27ABCDE2567F1Z1,IBM India,INVNO-101823,2024-05-11,PO-5925030,209926.36,16717.67,16717.66,0,243361.69,88.29,Success,Matched,15,No Exception
DOC001824,INV001824,Sigma Enterprises,18ABCDE8379F1Z3,Accenture,INVNO-101824,2024-08-19,PO-8237780,116776.57,0,0,20803.29,137579.86,99.16,Partial,Matched,7,No Exception
DOC001825,INV001825,Sunrise Traders,29ABCDE5009F1Z3,HCL,INVNO-101825,2024-07-16,PO-3819569,191439.99,10349.44,10349.45,0,212138.88,94.45,Partial,Matched,21,No Exception
DOC001826,INV001826,Omega Supplies,24ABCDE8136F1Z4,TCS,INVNO-101826,2025-05-15,PO-7908796,162280.13,7543.75,7543.75,0,177367.63,83.63,Success,Matched,5,No Exception
DOC001827,INV001827,Omega Supplies,20ABCDE8254F1Z8,Cognizant,INVNO-101827,2024-10-22,PO-1531102,200947.17,25098.58,25098.58,0,251144.33,87.68,Failed,Matched,25,No Exception
DOC001828,INV001828,Blue Ocean Pvt Ltd,36ABCDE7028F1Z9,Cognizant,INVNO-101828,2024-10-02,PO-8063316,93809.55,12569.19,12569.19,0,118947.93,80.44,Partial,Matched,9,No Exception
DOC001829,INV001829,Sigma Enterprises,29ABCDE1476F1Z5,Accenture,INVNO-101829,2025-06-29,PO-8576044,187476.03,16872.85,16872.84,0,221221.72,83,Success,Partial Match,21,Amount Mismatch
DOC001830,INV001830,Pioneer Industries,12ABCDE2953F1Z3,Cognizant,INVNO-101830,2024-04-01,PO-2694090,183757.39,11915.14,11915.14,0,207587.67,95.36,Success,Matched,2,No Exception
DOC001831,INV001831,Tech Solutions,11ABCDE4703F1Z5,IBM India,INVNO-101831,2025-01-03,PO-9893982,133755.7,0,0,17846.09,151601.79,84.05,Failed,Matched,20,No Exception
DOC001832,INV001832,Apex Manufacturing,12ABCDE9234F1Z1,Cognizant,INVNO-101832,2024-02-15,PO-4586800,211253.62,0,0,19767.14,231020.76,97.88,Partial,Matched,13,No Exception
DOC001833,INV001833,Metro Distributors,25ABCDE2274F1Z4,Infosys,INVNO-101833,2025-04-27,PO-7254273,252646.71,31801.19,31801.2,0,316249.1,93.73,Success,Matched,2,No Exception
DOC001834,INV001834,Sigma Enterprises,27ABCDE5719F1Z5,Cognizant,INVNO-101834,2025-04-11,PO-3835819,181780.95,0,0,21813.72,203594.67,93.52,Partial,Matched,6,No Exception
DOC001835,INV001835,Crystal Electronics,15ABCDE2448F1Z9,Infosys,INVNO-101835,2024-05-20,PO-9355952,294878.21,0,0,36396.21,331274.42,93.14,Success,Matched,24,No Exception
DOC001836,INV001836,Crystal Electronics,11ABCDE9576F1Z6,TCS,INVNO-101836,2024-06-03,PO-4128858,266173.4,0,0,33356.96,299530.36,98.92,Failed,Matched,1,No Exception
DOC001837,INV001837,Velocity Systems,10ABCDE2353F1Z1,TCS,INVNO-101837,2024-11-28,PO-3848276,212012.89,0,0,32219.33,244232.22,81.16,Success,Matched,19,No Exception
DOC001838,INV001838,GreenLeaf Trading,31ABCDE6449F1Z4,Accenture,INVNO-101838,2025-10-10,PO-9010929,280050.25,0,0,49525.1,329575.35,99.26,Partial,Matched,18,No Exception
DOC001839,INV001839,Global Traders,27ABCDE4860F1Z4,TCS,INVNO-101839,2025-12-19,PO-2039769,235651.77,16134.84,16134.85,0,267921.46,84.38,Partial,Matched,17,No Exception
DOC001840,INV001840,Prime Supplies,26ABCDE6802F1Z8,TCS,INVNO-101840,2024-01-21,PO-6489944,320489.99,0,0,39376.27,359866.26,85.73,Failed,Matched,4,No Exception
DOC001841,INV001841,Sunrise Traders,22ABCDE6875F1Z9,Wipro,INVNO-101841,2025-01-22,PO-3146652,59090.68,5499.05,5499.04,0,70088.77,82.69,Failed,Matched,2,No Exception
DOC001842,INV001842,Pioneer Industries,31ABCDE9461F1Z6,IBM India,INVNO-101842,2025-02-22,PO-9033775,349062.43,16964.49,16964.49,0,382991.41,91.18,Success,Matched,23,No Exception
DOC001843,INV001843,Tech Solutions,15ABCDE6400F1Z3,Infosys,INVNO-101843,2025-07-07,PO-7680493,153631.9,0,0,12043.03,165674.93,95.76,Failed,Matched,30,No Exception
